Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,47,North Central Correctional Facility,Work Release,2021,2024,10/15/2020,02/12/2021,3,Parole Granted,20401871,B Felony,Drug,Trafficking,true,Tech,545,18.2,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
Black,Male,43,Fort Dodge Correctional Facility,Prison,2021,2024,07/09/2020,02/28/2021,7,Discharged - Expiration of Sentence,20364650,C Felony,Property,Burglary,false,,,,,,,,High
Black,Male,41,Newton Correctional Facility,Prison,2021,2024,11/19/2018,12/03/2020,24,Discharged - Expiration of Sentence,20486350,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,43,Iowa Medical & Classification Center,Prison,2021,2024,09/11/2018,04/06/2021,30,Parole Granted,20457789,B Felony,Drug,Trafficking,true,Tech,1087,36.2,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,42,North Central Correctional Facility,Prison,2021,2024,12/14/2020,03/01/2021,2,Discharged - Expiration of Sentence,20459558,D Felony,Property,Theft,true,New Charge,882,29.4,714.2(3),Aggravated Misdemeanor,Property,Theft,High
Hispanic,Male,67,Mount Pleasant Correctional Facility,Prison,2021,2024,12/02/2015,06/07/2021,66,Parole Granted,20338086,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,42,Newton Correctional Facility,Prison,2021,2024,07/16/2019,07/09/2020,11,Parole Granted,20513415,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,42,North Central Correctional Facility,Work Release,2021,2024,10/08/2020,01/08/2021,3,Parole Granted,611850,B Felony,Violent,Robbery,false,,,,,,,,High
Black,Male,41,Iowa Medical & Classification Center,Prison,2021,2024,11/05/2020,12/17/2020,1,Discharged - Expiration of Sentence,20029167,C Felony,Drug,Trafficking,false,,,,,,,,High
Hispanic,Male,41,Fort Dodge Correctional Facility,Prison,2021,2024,05/17/2019,01/07/2021,19,Parole Granted,20540178,C Felony,Public Order,Other Public Order,true,Tech,391,13.0,692A.104,C Felony,Public Order,Other Public Order,High
White,Male,44,North Central Correctional Facility,Prison,2021,2024,10/04/2019,04/19/2021,18,Parole Granted,20440387,D Felony,Public Order,Weapons,false,,,,,,,,High
Black,Male,42,Newton Correctional Facility,Prison,2021,2024,03/30/2020,12/23/2020,8,Parole Granted,20394860,C Felony,Drug,Trafficking,true,New Charge,181,6.0,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
Black,Male,61,Iowa Medical & Classification Center,Prison,2021,2024,07/01/2016,12/16/2020,53,Parole Granted,433206,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,41,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/02/2020,08/18/2020,5,Parole Granted,20424882,D Felony,Drug,Drug Possession,true,Tech,510,17.0,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,42,Iowa Medical & Classification Center,Prison,2021,2024,09/08/2020,03/31/2021,6,Paroled to Detainer - Out of State,20566430,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,40,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/28/2020,08/27/2020,2,Parole Granted,20363436,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,466,15.5,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,41,North Central Correctional Facility,Prison,2021,2024,03/17/2020,07/10/2020,3,Parole Granted,20433446,D Felony,Property,Burglary,false,,,,,,,,Moderate
Black,Male,54,Fort Dodge Correctional Facility,Prison,2021,2024,07/21/2020,02/26/2021,7,Discharged - Expiration of Sentence,20563172,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,40,Fort Dodge Correctional Facility,Prison,2021,2024,04/01/2019,11/24/2020,19,Parole Granted,20460973,D Felony,Property,Forgery/Fraud,true,Tech,393,13.1,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,49,Iowa Medical & Classification Center,Prison,2021,2024,08/04/2020,12/16/2020,4,Parole Granted,20541524,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,42,Newton Correctional Facility,Prison,2021,2024,08/19/2020,01/05/2021,4,Parole Granted,20566264,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,42,Clarinda Correctional Facility,Prison,2021,2024,04/08/2020,06/08/2021,14,Parole Granted,20539151,D Felony,Public Order,Traffic,false,,,,,,,,High
Black,Male,50,North Central Correctional Facility,Work Release,2021,2024,08/07/2020,01/08/2021,5,Parole Granted,20502529,D Felony,Violent,Assault,false,,,,,,,,High
Black,Male,39,Anamosa State Penitentiary,Prison,2021,2024,03/29/2019,04/05/2021,24,Parole Granted,20497039,C Felony,Drug,Trafficking,true,Tech,366,12.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,47,North Central Correctional Facility,Prison,2021,2024,01/16/2020,12/29/2020,11,Released to Special Sentence,20543263,D Felony,Other,Other Criminal,true,New Charge,401,13.4,908.5(2)B,D Felony,Other,Other Criminal,Moderate
White,Male,42,Newton Correctional Facility,Work Release,2021,2024,12/11/2020,02/17/2021,2,Parole Granted,20537205,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,48,North Central Correctional Facility,Prison,2021,2024,09/24/2019,12/08/2020,14,Released to Special Sentence,20527074,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,630,21.0,908.5(2)B,D Felony,Other,Other Criminal,
White,Male,42,Fort Dodge Correctional Facility,Prison,2021,2024,03/25/2020,04/27/2021,13,Parole Granted,20287572,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,Tech,155,5.2,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
White,Male,60,Iowa Medical & Classification Center,Prison,2021,2024,10/30/2019,06/07/2021,19,Parole Granted,20435524,D Felony,Drug,Drug Possession,true,New Charge,360,12.0,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,46,Iowa Medical & Classification Center,Prison,2021,2024,03/26/2020,11/30/2020,8,Parole Granted,20341822,D Felony,Property,Burglary,false,,,,,,,,High
American Indian or Alaska Native,Male,43,Anamosa State Penitentiary,Prison,2021,2024,02/27/2019,05/15/2021,26,Discharged - Expiration of Sentence,20494353,D Felony,Drug,Drug Possession,true,New Charge,796,26.5,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,39,Fort Dodge Correctional Facility,Prison,2021,2024,10/22/2019,08/25/2020,10,Parole Granted,736362,C Felony,Violent,Robbery,false,,,,,,,,High
Black,Male,48,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/29/2020,11/20/2020,1,Parole Granted,20458018,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,42,Mount Pleasant Correctional Facility,Work Release,2021,2024,06/19/2020,12/04/2020,5,Parole Granted,20517366,D Felony,Property,Forgery/Fraud,true,New Charge,105,3.5,715A.2(A),D Felony,Property,Forgery/Fraud,Low
White,Male,41,Newton Correctional Facility,Prison,2021,2024,06/20/2019,06/30/2021,24,Discharged - Expiration of Sentence,20508172,D Felony,Public Order,Other Public Order,false,,,,,,,,Moderate
White,Male,42,Iowa Medical & Classification Center,Work Release,2021,2024,05/20/2020,08/31/2020,3,Parole Granted,20332909,D Felony,Property,Theft,true,New Charge,878,29.3,708.4(2),D Felony,Violent,Assault,High
White,Male,49,Newton Correctional Facility,Work Release,2021,2024,03/09/2020,07/16/2020,4,Parole Granted,736532,B Felony,Violent,Sex,false,,,,,,,,
Black,Male,41,Iowa Medical & Classification Center,Prison,2021,2024,05/26/2015,03/31/2021,70,Parole Granted,20316308,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,475,15.8,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
Black,Male,41,Iowa Medical & Classification Center,Work Release,2021,2024,09/21/2020,11/20/2020,1,Parole Granted,736639,A Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
White,Male,48,Fort Dodge Correctional Facility,Work Release,2021,2024,08/06/2020,12/10/2020,4,Discharged - Expiration of Sentence,20494612,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
White,Male,42,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/05/2020,07/30/2020,2,Parole Granted,736673,B Felony,Drug,Trafficking,true,New Charge,329,11.0,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,41,Mount Pleasant Correctional Facility,Work Release,2021,2024,12/03/2020,02/11/2021,2,Parole Granted,20497393,D Felony,Public Order,Other Public Order,true,Tech,627,20.9,692A.104-B,D Felony,Public Order,Other Public Order,High
Black,Male,44,Newton Correctional Facility,Prison,2021,2024,06/13/2019,05/06/2021,22,Parole Granted,20447493,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,42,North Central Correctional Facility,Work Release,2021,2024,01/07/2021,03/11/2021,2,Parole Granted,20230299,B Felony,Violent,Murder/Manslaughter,true,New Charge,379,12.6,707.6A(1),B Felony,Violent,Murder/Manslaughter,High
White,Male,40,Clarinda Correctional Facility,Work Release,2021,2024,08/03/2020,12/16/2020,4,Parole Granted,20285265,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Hispanic,Male,42,Iowa Medical & Classification Center,Prison,2021,2024,10/15/2019,04/02/2021,17,Parole Granted,20364926,D Felony,Violent,Assault,true,New Charge,1028,34.3,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,High
White,Male,41,North Central Correctional Facility,Prison,2021,2024,11/05/2019,01/19/2021,14,Parole Granted,20486706,C Felony,Property,Burglary,true,Tech,692,23.1,713.5,C Felony,Property,Burglary,High
White,Male,53,Newton Correctional Facility,Prison,2021,2024,09/18/2003,05/07/2021,211,Parole Granted,736880,B Felony,Violent,Sex,false,,,,,,,,
White,Male,41,North Central Correctional Facility,Prison,2021,2024,02/22/2016,04/22/2021,62,Parole Granted,812692,B Felony,Drug,Trafficking,false,,,,,,,,
White,Male,61,Iowa Medical & Classification Center,Work Release,2021,2024,01/15/2021,03/01/2021,1,Parole Granted,20035062,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,42,North Central Correctional Facility,Work Release,2021,2024,12/03/2020,01/06/2021,1,Parole Granted,20231838,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,41,Mount Pleasant Correctional Facility,Work Release,2021,2024,08/31/2020,02/10/2021,5,Discharged - Expiration of Sentence,20342500,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,42,Mount Pleasant Correctional Facility,Prison,2021,2024,09/25/2019,03/05/2021,17,Parole Granted,20527244,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,42,Newton Correctional Facility,Prison,2021,2024,10/04/2019,07/08/2020,9,Parole Granted,20491084,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Low
White,Male,44,Newton Correctional Facility,Work Release,2021,2024,03/31/2021,04/05/2021,0,Parole Granted,20531836,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,42,Newton Correctional Facility,Prison,2021,2024,12/17/2019,04/07/2021,15,Parole Granted,20527883,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,41,Anamosa State Penitentiary,Prison,2021,2024,02/10/2020,01/05/2021,10,Parole Granted,20552817,D Felony,Public Order,Other Public Order,true,New Charge,814,27.1,692A.105,D Felony,Public Order,Other Public Order,Low
White,Male,41,Anamosa State Penitentiary,Prison,2021,2024,04/30/2019,08/06/2020,15,Parole Granted,20127623,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,Tech,102,3.4,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
Black,Male,41,Mount Pleasant Correctional Facility,Prison,2021,2024,05/22/2020,03/22/2021,10,Discharged - Expiration of Sentence,20557931,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
Black,Male,45,Newton Correctional Facility,Prison,2021,2024,11/25/2019,12/11/2020,12,Parole Granted,20224881,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,41,Anamosa State Penitentiary,Prison,2021,2024,08/23/2019,02/02/2021,17,Parole Granted,20516617,C Felony,Drug,Trafficking,true,New Charge,766,25.5,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,40,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/22/2020,01/19/2021,3,Parole Granted,20384353,C Felony,Drug,Trafficking,true,New Charge,176,5.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
Asian or Pacific Islander,Male,41,Fort Dodge Correctional Facility,Work Release,2021,2024,12/11/2020,02/15/2021,2,Parole Granted,20078341,B Felony,Violent,Other Violent,true,New Charge,808,26.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,03/19/2020,03/15/2021,11,Parole Granted,20436262,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,234,7.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,39,Clarinda Correctional Facility,Prison,2021,2024,11/15/2019,04/21/2021,17,Parole Granted,20549199,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
White,Female,41,Iowa Correctional Institution for Women,Work Release,2021,2024,04/17/2020,12/11/2020,7,Parole Granted,20399852,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,41,Clarinda Correctional Facility,Work Release,2021,2024,08/19/2020,11/03/2020,2,Parole Granted,20382771,D Felony,Public Order,Other Public Order,false,,,,,,,,High
White,Male,45,Mount Pleasant Correctional Facility,Prison,2021,2024,10/25/2019,10/08/2020,11,Parole Granted,20393654,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
Black,Male,52,Newton Correctional Facility,Prison,2021,2024,10/15/2019,09/15/2020,11,Parole Granted,20262606,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,742,24.7,321J.2(2)(b),Aggravated Misdemeanor,Public Order,OWI,High
White,Male,42,Fort Dodge Correctional Facility,Prison,2021,2024,03/25/2020,04/21/2021,12,Discharged - Expiration of Sentence,20480226,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,59,Clarinda Correctional Facility,Prison,2021,2024,05/23/2014,03/29/2021,82,Parole Granted,737677,B Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,54,Newton Correctional Facility,Work Release,2021,2024,06/03/2020,08/20/2020,2,Parole Granted,20452934,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,43,Iowa Medical & Classification Center,Prison,2021,2024,11/24/2020,01/12/2021,1,Discharged - Expiration of Sentence,20414727,D Felony,Drug,Trafficking,true,New Charge,1003,33.4,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,54,Mount Pleasant Correctional Facility,Work Release,2021,2024,08/27/2020,11/04/2020,2,Parole Granted,20503554,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,492,16.4,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
Black,Male,41,Fort Dodge Correctional Facility,Prison,2021,2024,04/15/2020,02/03/2021,9,Parole Granted,20387208,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,43,Iowa Medical & Classification Center,Prison,2021,2024,01/03/2020,01/20/2021,12,Parole Granted,20426332,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,39,North Central Correctional Facility,Work Release,2021,2024,04/15/2020,08/05/2020,3,Parole Granted,597388,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
White,Female,41,Iowa Correctional Institution for Women,Prison,2021,2024,05/14/2019,07/20/2020,14,Parole Granted,20509746,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,High
Black,Male,40,Mount Pleasant Correctional Facility,Prison,2021,2024,01/29/2020,01/11/2021,11,Parole Granted,20482351,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,41,Clarinda Correctional Facility,Work Release,2021,2024,12/03/2020,03/03/2021,3,Parole Granted,20464840,D Felony,Public Order,Weapons,true,New Charge,334,11.1,724.26(1),D Felony,Public Order,Weapons,Low
Black,Male,60,Iowa Medical & Classification Center,Prison,2021,2024,09/22/2020,11/22/2020,2,Discharged - Expiration of Sentence,20472350,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,40,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/03/2020,05/15/2021,15,Parole Granted,20440057,D Felony,Property,Burglary,true,Tech,277,9.2,713.6A,D Felony,Property,Burglary,High
White,Male,41,Iowa Medical & Classification Center,Prison,2021,2024,07/08/2019,01/26/2021,18,Discharged - Expiration of Sentence,20353056,C Felony,Drug,Trafficking,true,New Charge,1044,34.8,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,42,North Central Correctional Facility,Prison,2021,2024,01/13/2020,09/30/2020,8,Parole Granted,20536524,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,39,Iowa Medical & Classification Center,Prison,2021,2024,02/28/2020,09/29/2020,7,Parole Granted,20349754,D Felony,Drug,Drug Possession,true,Tech,80,2.7,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,43,Iowa Medical & Classification Center,Work Release,2021,2024,09/29/2020,11/23/2020,1,Parole Granted,20377988,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,10/07/2020,03/11/2021,5,Parole Granted,20514251,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,41,North Central Correctional Facility,Prison,2021,2024,09/03/2020,04/07/2021,7,Parole Granted,20468723,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,40,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/13/2020,07/18/2020,2,Parole Granted,20429716,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,41,Mount Pleasant Correctional Facility,Prison,2021,2024,05/04/2020,06/08/2021,13,Parole Granted,20530508,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,41,Newton Correctional Facility,Prison,2021,2024,07/21/2020,02/19/2021,6,Parole Granted,20547995,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,42,Newton Correctional Facility,Work Release,2021,2024,01/27/2021,04/02/2021,2,Parole Granted,20536121,D Felony,Public Order,Traffic,false,,,,,,,,Low
White,Male,39,Newton Correctional Facility,Prison,2021,2024,04/22/2014,07/10/2020,74,Parole Granted,20264673,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
Hispanic,Male,39,Fort Dodge Correctional Facility,Work Release,2021,2024,06/09/2020,09/08/2020,2,Parole Granted,20175349,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,41,Iowa Medical & Classification Center,Work Release,2021,2024,08/31/2020,01/08/2021,4,Parole Granted,20331910,C Felony,Drug,Trafficking,true,Tech,455,15.2,124.401(1)(c)(8),C Felony,Drug,Trafficking,Low
Black,Male,40,Iowa Medical & Classification Center,Prison,2021,2024,09/16/2019,01/04/2021,15,Parole Granted,20148207,C Felony,Property,Burglary,true,Tech,350,11.7,713.5,C Felony,Property,Burglary,High
White,Male,40,Mount Pleasant Correctional Facility,Prison,2021,2024,01/13/2020,01/13/2021,12,Parole Granted,20540817,C Felony,Drug,Trafficking,false,,,,,,,,High
